c0_v1_stage2_pred,c1_v1_stage2_pred,c2_v1_stage2_pred,c3_v1_stage2_pred,c4_v1_stage2_pred,c5_v1_stage2_pred,c6_v1_stage2_pred,c7_v1_stage2_pred,c8_v1_stage2_pred,c9_v1_stage2_pred
2.53987306759e-12,0.998172700949,3.61462560061e-07,1.9991556956e-08,5.65851781154e-09,1.23961545231e-15,7.82509821619e-10,1.23829776761e-05,0.00181452698448,1.19068288901e-09
1.16706153426e-12,4.27855979506e-05,4.8322163989e-07,0.968386502259,2.39039891987e-14,9.70918463461e-06,1.99496192352e-16,2.85790497329e-13,0.000443442283532,0.0311170774517
1.35073652716e-09,2.31061960374e-06,1.17251370938e-05,3.90953305661e-11,7.92062624933e-08,0.999861910378,1.38651231241e-10,6.56792079234e-05,5.59513583718e-05,2.34256427193e-06
6.87495311789e-05,4.09081662202e-05,1.83192441085e-08,3.49404751746e-08,2.40845219831e-08,0.0154544408041,2.27212096388e-11,0.983960142811,0.000184358357299,0.000291322963353
0.00219208761145,9.54175937584e-07,2.2455250281e-06,5.49926590124e-05,3.39762165182e-12,0.000160770446927,6.62520182695e-14,1.2479885577e-11,3.41480338496e-05,0.997554801532
3.96616600466e-08,4.31272335979e-06,9.04038430387e-09,7.38233258213e-06,1.37718343695e-08,1.88950413602e-07,1.39874728045e-15,0.999937349221,4.23377514253e-07,5.02809216341e-05
6.7040243071e-09,1.07265600264e-10,9.04552451117e-05,0.999816730576,9.94619020679e-20,3.15621544307e-08,5.74388706825e-14,1.43514835689e-08,6.66528786984e-09,9.27547887066e-05
1.00598258844e-05,0.0711634591041,2.94112119908e-14,8.1257407177e-11,0.875702564905,1.20786572898e-09,9.01300505423e-06,0.0528569072853,0.000257994585325,5.24717301579e-13
2.58931415913e-08,5.2660320422e-05,4.7713683644e-09,9.90170111776e-06,5.3103818841e-09,3.99148053044e-07,5.57170545318e-15,5.89704498652e-09,4.75633090448e-05,0.999889433649
2.07182852727e-13,3.19006059157e-08,2.75493532862e-05,0.99979774142,7.28681880182e-17,0.000135278244083,8.67814167061e-19,1.47414972433e-08,2.87833280732e-07,3.90965072132e-05
0.999849646119,1.31402158999e-08,2.35929937485e-05,5.52024051845e-10,2.23941364507e-07,4.82441215341e-08,1.80948629292e-07,9.22402926109e-05,7.35786438733e-06,2.66959040466e-05
7.52651349429e-05,1.09928687543e-09,1.0833197542e-09,4.9049441949e-08,2.56247371931e-10,4.04435388511e-05,0.997620708519,6.55758691994e-08,0.00226312542,3.40323005151e-07
4.51785768942e-07,0.0084433659973,1.82208174304e-11,3.51360932842e-21,0.991486327489,3.36929095917e-11,3.15048700346e-06,5.49368145215e-05,1.17665975937e-05,7.76643697034e-10
1.79790302977e-15,0.0120910961979,1.75813250092e-15,1.29442395275e-05,2.71322553911e-08,0.987560170777,2.29600923371e-14,1.31171077015e-11,2.4794627739e-09,0.000335759160337
2.91100694346e-10,9.04605200799e-09,1.67500015433e-08,0.000205948018687,6.76850311627e-13,1.64517860167e-11,0.000158649271464,1.0785793003e-09,0.999633915216,1.46031071732e-06
1.89244677512e-09,2.60615929775e-05,4.77343824529e-07,4.20125590742e-06,1.46284453877e-11,4.02025661638e-09,6.21235557236e-07,3.07717515184e-10,0.999967577423,1.05491416551e-06
0.999997245798,1.66464828547e-12,1.06644380905e-12,5.76648353725e-10,1.28342999931e-07,1.27624294066e-07,4.55145580275e-08,3.92012279308e-08,2.41246784828e-06,4.72028915591e-10
5.22748779689e-11,0.800217787069,5.89091197896e-10,1.27202554618e-12,1.80494055099e-06,1.03384254967e-11,2.66037470723e-05,3.65285007228e-08,0.199753767061,7.27104683921e-13
1.12403831807e-07,5.97439132906e-05,1.77069752293e-13,1.05011684719e-12,9.86896370818e-06,0.000464043076826,2.85829591879e-10,1.38501443855e-10,0.00029250169949,0.999173729517
9.83176963987e-11,0.00114654949002,0.997939146404,9.28552879035e-09,5.90226361225e-10,0.000820303831028,6.56027788998e-11,7.73872776712e-10,8.76465837031e-05,6.34287743934e-06
5.10202392848e-09,1.64145416396e-05,2.15515948168e-13,2.72714163638e-06,1.13718018249e-06,0.99988031344,1.20286689791e-08,4.52214948968e-08,9.26160911398e-05,6.7292526924e-06
4.8683808337e-08,7.84797349152e-08,2.43557280681e-06,1.78192114656e-10,2.37386836515e-08,0.995627190996,2.90163341116e-07,0.00359541425378,2.04925049896e-05,0.000754025428234
1.59589818913e-11,3.92406616181e-07,0.00144778711995,8.87276076265e-13,1.34379674432e-05,2.24380785069e-11,3.76837622454e-13,0.998417852445,7.07966091283e-05,4.97334117115e-05
3.13100242199e-08,1.12774273064e-06,0.000118877572898,0.998632499589,8.85954699274e-13,0.000102242702607,7.82495221087e-15,9.5641704722e-11,1.74359323337e-08,0.00114520355002
3.62047183871e-06,9.38430404314e-08,0.000692357060872,0.00106599872575,3.01758903127e-13,2.73166824635e-05,7.74467206097e-17,2.85774419606e-10,1.62330653606e-07,0.998210450599
6.02447973626e-11,1.18165985463e-06,2.11663883444e-09,2.19249383661e-16,0.000756104872758,6.74669663822e-10,1.37882522217e-14,0.999242594558,1.15771832971e-07,2.85695920204e-10
1.59961176773e-11,9.61454442472e-08,2.43622152097e-06,0.000809353436536,5.16201784282e-10,1.41436845494e-09,5.33673563025e-08,6.68197274346e-09,0.997464583763,0.00172346843789
4.40164496866e-14,8.9174430858e-06,1.44872391519e-17,9.10067235488e-07,2.53480154972e-09,0.999989832292,2.52969781762e-10,3.70287327676e-11,1.51187224445e-08,3.22254560388e-07
1.67825074655e-15,0.99955825677,1.71684078537e-07,3.97996740923e-08,4.244445643e-08,0.000393366388707,1.62233173494e-06,4.51353415835e-22,4.64485998398e-05,5.19817817764e-08
7.63993371813e-10,1.71524998431e-05,4.15147498335e-05,0.999647414089,3.3138939963e-12,0.000291442644365,1.53968850988e-16,1.4341459314e-06,9.45134557274e-07,9.5969500476e-08
2.23885119437e-05,4.55378826251e-09,2.50384170001e-15,3.56281438402e-15,0.999946040985,2.53739270433e-09,6.66114951695e-08,5.2766178622e-06,2.62200823401e-05,9.98608296822e-11
0.00308368535279,4.63751523249e-07,1.8195768504e-09,6.09209776891e-07,1.75572453839e-09,1.39469324615e-05,5.54048684516e-12,0.000115394000511,0.000702900618864,0.996082996553
3.33683888177e-10,6.51580728257e-09,0.995675605187,0.000608999575039,5.5810860736e-13,4.30785224984e-11,5.68125804904e-14,3.63145980526e-10,0.00371537495613,1.30252368899e-08
3.11405188146e-10,9.30718653378e-06,7.07268391359e-05,8.27846021497e-05,1.10243980208e-09,2.38252679994e-11,1.2572498973e-12,2.13225905072e-05,0.991715348512,0.0081005088303
