c0_v5_stage1_pred,c1_v5_stage1_pred,c2_v5_stage1_pred,c3_v5_stage1_pred,c4_v5_stage1_pred,c5_v5_stage1_pred,c6_v5_stage1_pred,c7_v5_stage1_pred,c8_v5_stage1_pred,c9_v5_stage1_pred
9.58941041654e-05,0.0101976029843,0.000150924286654,0.00020476986178,9.12899082476e-05,7.09606623934e-05,8.00192883137e-05,6.19187184413e-05,0.988967737883,7.88823024603e-05
1.25128510967e-05,9.29960990063e-06,1.42770411732e-05,4.37646500189e-05,1.06452263616e-05,0.99986821585,1.23568291608e-05,8.53767758717e-06,5.29906113702e-06,1.5091203903e-05
4.89769342945e-05,3.40607431862e-05,5.7615468741e-05,0.000160468515904,4.8314298884e-05,4.85358585125e-05,4.12056400143e-05,3.32578107567e-05,0.00013304315043,0.999394521579
0.010983317207,0.897699624067,0.0288562509559,0.0147976338804,0.00989688950843,0.00864877261375,0.0092057102431,0.00747354999951,0.00696153473217,0.00547671679294
2.56946717992e-05,0.999619424578,6.17717262438e-05,2.72894167449e-05,2.75582757054e-05,2.15476251792e-05,2.33177362697e-05,5.85696503423e-05,0.000125120368487,9.7059509379e-06
0.000717099413531,0.0015741784909,0.000789037144941,0.000889381129373,0.00188410071531,0.990911346071,0.000779701778314,0.000456436325109,0.000854513293809,0.00114420563811
0.998760994367,0.000121325915565,0.000146377579029,9.74160801065e-05,0.0002135140698,0.000130925765382,0.000110360927525,0.000271158318269,6.5914782281e-05,8.20121955046e-05
0.999758358595,2.22085504787e-05,3.1706152969e-05,2.75631201482e-05,4.26325405203e-05,2.77657393743e-05,2.6488224628e-05,2.0905330616e-05,1.74472013197e-05,2.49245453745e-05
5.95732190284e-05,4.20944732076e-05,5.95897581262e-05,5.34721345949e-05,5.15350630122e-05,4.63589598666e-05,5.02864416756e-05,3.93046920621e-05,3.71390734277e-05,0.999560646185
1.56560971858e-05,1.23695890105e-05,2.27631342595e-05,1.2635477069e-05,1.30284305977e-05,0.999858255475,1.57405750226e-05,1.88104154668e-05,1.6055948489e-05,1.46848576672e-05
2.60516553684e-05,0.000141286864535,3.69523854552e-05,3.02669947386e-05,8.11901094598e-05,0.99958083188,2.59163309553e-05,2.1847312078e-05,1.22605624443e-05,4.3395905412e-05
0.000102161384964,7.22177856603e-05,9.65331002339e-05,0.0002183736644,0.00392531225907,0.000122592991749,9.17290024203e-05,0.995265633321,5.04547669422e-05,5.49917232549e-05
0.000108054965965,7.77521947101e-05,0.000113826910276,6.87929235938e-05,0.00378216894759,0.000173229756173,9.10360967704e-05,0.995077932245,0.000144799944676,0.000362406015101
1.91641132322e-05,1.70284198394e-05,2.82080942909e-05,6.71721982297e-05,2.10136823046e-05,5.8378502236e-05,1.59515644057e-05,0.999687182685,7.07650369959e-05,1.51357035082e-05
6.24678777611e-05,4.30543059273e-05,0.995442180392,8.89659892067e-05,5.33575546358e-05,4.87638908361e-05,5.21222885667e-05,4.83165157214e-05,0.00409272190429,6.80492812589e-05
1.78742478977e-05,1.58272438121e-05,0.999855495132,2.27608663703e-05,1.8314943659e-05,1.6467632645e-05,1.69575623933e-05,1.15332265771e-05,1.50732711173e-05,9.69587339561e-06
7.001986385e-06,5.15068163737e-06,7.69948522397e-06,2.39222125967e-05,6.04285242104e-06,9.27558795743e-06,5.99137508572e-06,4.6121952691e-06,2.84716648765e-06,0.999927456457
2.73606878249e-05,0.116519969207,2.87234956175e-05,1.862187439e-05,0.883241185686,2.82921521446e-05,5.51474511473e-05,5.09469851032e-05,1.1624451167e-05,1.81280089763e-05
2.01466014808e-05,1.53918309717e-05,2.29707080642e-05,3.40961390935e-05,2.03636993227e-05,2.9280156259e-05,0.999765245898,1.32754483745e-05,7.17301124939e-05,7.49940636024e-06
4.29615743717e-05,0.999345265778,4.64359908274e-05,8.66574479552e-05,5.77555794019e-05,3.49178400154e-05,3.55673222454e-05,3.92246284453e-05,4.14988119941e-05,0.000269715027237
1.18095943314e-05,8.01407771337e-06,1.28633651641e-05,1.27640301902e-05,9.91054232592e-06,1.19882768215e-05,9.81379020454e-06,8.14202641903e-06,6.72074129172e-06,0.999907973556
0.99974904805,2.38753936868e-05,3.45394004668e-05,2.29402449721e-05,3.68912357386e-05,3.04162403999e-05,3.39192461647e-05,2.45472645454e-05,2.18566698441e-05,2.19662541959e-05
0.000738762786563,0.993117032814,0.0017836373031,0.000643015282156,0.000731221658473,0.0005808681868,0.000624345848888,0.000519552205209,0.00089377275355,0.000367791161474
9.28635505727e-06,0.999883447329,1.28908849417e-05,9.43797644718e-06,7.83495471384e-06,6.8698655833e-06,7.75267859842e-06,6.42211382388e-06,5.18308077156e-05,4.22703363642e-06
4.30312275234e-05,0.999569904257,5.73392043491e-05,5.95570855621e-05,4.99649819123e-05,3.90937815626e-05,4.05151221538e-05,3.53643685003e-05,8.93251169478e-05,1.59048541163e-05
1.62517319402e-05,1.52931555862e-05,2.45837022176e-05,0.99985643983,1.37457176676e-05,1.77910418757e-05,1.40894221212e-05,1.02413297733e-05,1.98090610519e-05,1.17550076137e-05
2.43649627494e-05,2.29618876258e-05,4.48396485801e-05,8.05237902973e-05,3.2580657629e-05,2.00975496954e-05,2.03504470434e-05,0.999730983333,9.80360169794e-06,1.34941213753e-05
8.88559746502e-05,9.00762108945e-05,0.000229212307014,0.998753971422,7.56961082918e-05,0.000100602151275,7.45030811888e-05,5.70033585438e-05,4.918648548e-05,0.000480892900884
9.31206421496e-05,8.6820907751e-05,0.998929620668,0.000166036417823,8.55408442652e-05,8.9190228906e-05,7.83184574822e-05,6.32406823269e-05,0.000331368214468,7.67429366273e-05
4.82035045592e-05,0.999169391632,8.58560235663e-05,3.13865464088e-05,4.65685997382e-05,0.000101387899412,4.0117543304e-05,4.07907671107e-05,0.000412005073261,2.42924103355e-05
0.00445720216603,0.0317783664771,0.924373983606,0.0095678320591,0.00549372334452,0.0050860170798,0.00631021474617,0.00279850143063,0.00764370036365,0.00249045872746
0.00247204268711,0.00176388429861,0.00287324654009,0.976920779444,0.00210278394757,0.00335370853513,0.00209147153132,0.00156579408095,0.00489005520379,0.00196623373181
3.56193222864e-05,2.51938727427e-05,0.999602905195,3.6725286563e-05,5.41886895411e-05,6.82939994249e-05,5.58637011741e-05,1.956370085e-05,6.64539754102e-05,3.51922571771e-05
1.26948267779e-05,2.69107643544e-05,1.24525076221e-05,7.71441410723e-06,4.34928406381e-05,0.000277294207523,1.04534825616e-05,1.43907405523e-05,1.44179571004e-05,0.999580178259
0.0239285894269,0.187502039478,0.0689927337359,0.0177368968413,0.109148794556,0.0331572924654,0.0321986347903,0.0220233946093,0.298177678992,0.207133945105
0.000347639206776,0.000296792706769,0.000527322447706,0.000233264342609,0.991498720571,0.000370220598395,0.0053432903391,0.000298617627771,0.000934075336929,0.000150056822638
0.0011700695096,0.00143241564092,0.00117927475785,0.000733042200406,0.990827170198,0.00113790627802,0.00145402189989,0.000795368535584,0.000466681493446,0.000804049485932
5.52559614986e-05,7.19159989768e-05,7.0833383944e-05,5.27864961776e-05,5.62301082123e-05,0.999377944259,5.52775542698e-05,0.000182058008718,3.49595662522e-05,4.27386630639e-05
