c0_v5_stage1_stack,c1_v5_stage1_stack,c2_v5_stage1_stack,c3_v5_stage1_stack,c4_v5_stage1_stack,c5_v5_stage1_stack,c6_v5_stage1_stack,c7_v5_stage1_stack,c8_v5_stage1_stack,c9_v5_stage1_stack
0.000126975185327,0.000660425017972,0.00012045010718,0.000105333901834,0.998484660753,0.000112130533636,0.000133804300164,0.000124293831218,7.78291694426e-05,5.40972006e-05
0.999721291617,2.05950834156e-05,2.56593335504e-05,3.71582490863e-05,2.53675397915e-05,3.32131854061e-05,4.79793884698e-05,2.36621259788e-05,1.33754589145e-05,5.169801803e-05
0.999721739239,2.93534881306e-05,3.33665072293e-05,2.86820665782e-05,3.26208587736e-05,3.56303830506e-05,4.97785544992e-05,2.72082799334e-05,2.30111506013e-05,1.86094726923e-05
1.41142253967e-05,1.23928544103e-05,2.11832272686e-05,0.999871662739,1.17717022987e-05,1.18131390258e-05,1.20565404899e-05,1.15814492099e-05,1.08274115256e-05,2.25967118641e-05
0.000118161563273,8.9922468756e-05,0.000117565691814,0.000136022764638,0.000101050850897,0.998651746568,0.000128464161321,9.29779223989e-05,4.59113980052e-05,0.000518176611151
6.06885834202e-05,5.11514101936e-05,9.86815279126e-05,0.999358741894,4.97632333352e-05,0.000151315687982,5.4191763977e-05,4.94663295894e-05,4.53746875162e-05,8.06248819127e-05
7.69666765664e-05,5.86411605395e-05,7.51161827054e-05,6.38486350688e-05,6.33983199325e-05,6.33805825911e-05,7.01695457763e-05,9.88096166573e-05,0.999392729095,3.69401852454e-05
3.3857965122e-05,3.12600890536e-05,3.34450032102e-05,3.14712766481e-05,3.03045260629e-05,0.999720119206,3.3204819475e-05,2.87679739013e-05,3.56511570133e-05,2.19179830302e-05
0.0250982718599,0.0157005956388,0.0188440439917,0.0112273006055,0.0787490172165,0.0661194793522,0.0216057563012,0.0657576618858,0.00790092732484,0.688996945824
0.000476003280642,0.00042537432612,0.0014384506283,0.000467202045043,0.000430869854136,0.000587355189041,0.000492762598285,0.000476405874271,0.994713859572,0.000491716631709
0.000142160822024,0.00302725950338,0.992163842216,0.000351931190199,0.000122143912959,0.000163318428972,0.00359945518632,0.000112489789316,0.000259171208784,5.82277418706e-05
0.000150376373387,9.87502327811e-05,0.000176190955299,0.000140617883447,0.000160878337956,0.000130454870147,0.000137155068698,0.000122571213009,0.998564483674,0.000318521391572
1.54134018924e-05,1.62023073372e-05,0.999869697305,1.82118430082e-05,1.31845572585e-05,1.4627513446e-05,1.64803493392e-05,1.55063990047e-05,1.37683968055e-05,6.90792667959e-06
2.91735015128e-05,2.83327242114e-05,4.48471042736e-05,3.14209702148e-05,3.16433612759e-05,2.30944364553e-05,2.62122531627e-05,0.999746611515,2.38852995132e-05,1.47788345007e-05
0.999751069195,2.8661006114e-05,3.18539755449e-05,2.56692140463e-05,3.07285659838e-05,3.32856224885e-05,3.02152924084e-05,2.67904195294e-05,2.27948929046e-05,1.89318159586e-05
0.000196069856945,0.001035130662,0.99681687528,0.000458282253203,0.000459746661289,0.000363342118255,0.000180271506703,0.00016364478212,0.000136987923251,0.000189648955914
1.01579950273e-05,1.11146667124e-05,1.21378249289e-05,0.999905415681,8.44731738546e-06,1.72483333655e-05,9.31647283913e-06,8.34391038731e-06,3.95901963002e-06,1.38587790111e-05
2.52333600558e-05,2.31544227855e-05,3.14272584776e-05,2.77785077049e-05,2.74762825245e-05,2.86449402979e-05,0.999785237074,2.10127085084e-05,1.60697730484e-05,1.39656728097e-05
8.25713335723e-05,0.000435380520576,7.78186622735e-05,5.99281398188e-05,0.998806078794,0.000113424871566,7.69429498365e-05,8.23957276108e-05,4.03805946077e-05,0.000225078405702
1.18875296432e-05,1.12930007212e-05,1.26817727044e-05,9.40950459647e-06,0.999894512481,1.36865731453e-05,1.86369322752e-05,1.48474107307e-05,6.0149353148e-06,7.02985970284e-06
0.999715577728,3.07224313155e-05,3.55956307414e-05,2.49055898743e-05,2.81556849305e-05,5.74920187191e-05,3.50795121708e-05,3.08280169658e-05,1.73257485751e-05,2.43176387784e-05
0.000147704233928,0.000218205626765,0.998394147236,0.000403470812796,0.000160813430845,0.000121511367492,0.000144790005879,0.000121533017196,0.000174316443799,0.000113507825471
9.72218708799e-05,0.971372121389,0.000104807728785,7.23744305427e-05,0.0264312949892,9.56249941515e-05,0.00158856558222,9.27596357547e-05,0.000106752417328,3.84769620804e-05
2.79354288838e-05,4.05855903481e-05,3.61311935196e-05,2.69320724018e-05,2.69283514651e-05,3.93721464371e-05,0.999724531825,2.48297574822e-05,3.87240712033e-05,1.40295633161e-05
2.9300940991e-05,4.19383175477e-05,3.02590469289e-05,3.37261818229e-05,5.13758880092e-05,2.36585287257e-05,0.000100085439089,0.99965305179,2.09167929991e-05,1.56870738781e-05
1.89466697329e-05,1.68709636609e-05,3.83406618269e-05,1.67373230994e-05,1.72419598324e-05,1.56911607354e-05,2.06353655894e-05,1.56052285877e-05,0.999829281165,1.06495020384e-05
4.6487060578e-05,3.76744817914e-05,4.82485372044e-05,4.26454249092e-05,4.93177179279e-05,4.84783960656e-05,0.999647948677,3.7160238388e-05,2.25726952172e-05,1.94667706961e-05
0.000144416847849,0.00012957193889,0.000143482997753,0.998540451624,0.000103284524978,0.000113451378166,0.000129545131516,0.000131313834401,0.000417464720517,0.00014701700161
0.000320511032303,0.00337684852154,0.990200995237,0.000237901384175,0.000347638987325,0.00032928914637,0.00329104353595,0.000250337951057,0.00150525954605,0.00014017465805
0.0511234890974,0.0613347969047,0.21269061881,0.183496478644,0.0896916205768,0.100132854687,0.0567352080338,0.0836366773677,0.0817730085322,0.0793852473468
8.06988453695e-05,7.44306381586e-05,0.000164904023593,0.000129171824469,6.92044627466e-05,7.45205832598e-05,7.31820153637e-05,7.85046313307e-05,0.999205354237,5.00287385562e-05
2.83632509487e-05,2.65079322161e-05,3.0549919136e-05,0.000151427866483,2.50328775948e-05,0.999605682627,3.46757939504e-05,2.60989175499e-05,1.9192766899e-05,5.24680484813e-05
4.16425862734e-05,3.97177528298e-05,4.53180980603e-05,6.45085512291e-05,4.36937733849e-05,4.268339401e-05,4.17660981051e-05,0.999607388696,3.40747137263e-05,3.9206336747e-05
8.50640316166e-05,0.000135452056303,0.999030621506,0.000289566996145,8.22716726205e-05,0.000105116548282,9.51511119526e-05,8.22082751357e-05,3.78015973911e-05,5.67462041927e-05
