c0_v1_stage1_pred,c1_v1_stage1_pred,c2_v1_stage1_pred,c3_v1_stage1_pred,c4_v1_stage1_pred,c5_v1_stage1_pred,c6_v1_stage1_pred,c7_v1_stage1_pred,c8_v1_stage1_pred,c9_v1_stage1_pred
0.0541608408093,0.20453761518,0.0586985275149,0.0919980108738,0.0541059151292,0.0542102940381,0.0544581413269,0.0541134029627,0.300797313452,0.0729199871421
0.0456964224577,0.0456307530403,0.0457064285874,0.0467457547784,0.0456500835717,0.584022700787,0.0466029718518,0.0466416738927,0.0458432845771,0.047459948808
0.0533196553588,0.0532430298626,0.0548310540617,0.0574187114835,0.0574911609292,0.0600676313043,0.0533494092524,0.0532729439437,0.0619756095111,0.495030760765
0.0845939666033,0.201487571001,0.104280732572,0.0873812884092,0.0895323604345,0.0846712067723,0.0846411809325,0.0845198780298,0.0936345979571,0.0852571949363
0.0454805381596,0.535439133644,0.0669342279434,0.0464406572282,0.0454344153404,0.04552205652,0.045662689954,0.0703301727772,0.053088080138,0.045668028295
0.0775595083833,0.087439365685,0.078835092485,0.0910990461707,0.0864441916347,0.2470472157,0.0801097750664,0.07749158144,0.0803945958614,0.0935796126723
0.486486077309,0.0522816851735,0.0521467886865,0.0524129420519,0.0917275846004,0.0537158586085,0.053113989532,0.0525688752532,0.0522871688008,0.0532590672374
0.562463581562,0.0482669062912,0.0483469516039,0.0488750711083,0.0487569011748,0.0489238239825,0.0483633466065,0.0482940301299,0.048477102071,0.0492322444916
0.0714315101504,0.0663357973099,0.0664457976818,0.0675348117948,0.0663638785481,0.0715350136161,0.066468320787,0.066373065114,0.078317053616,0.379194736481
0.0456376820803,0.0455720946193,0.0466649569571,0.0459276475012,0.0455913990736,0.583271920681,0.0465430617332,0.0471545830369,0.0470473840833,0.0465892478824
0.0443158037961,0.0704830288887,0.0457562245429,0.0445973724127,0.0475610382855,0.566377699375,0.04541650787,0.0444944091141,0.0448605120182,0.0461373887956
0.0464320741594,0.0463653430343,0.0464422367513,0.0535454936326,0.129682227969,0.0497158393264,0.0469561070204,0.482328444719,0.0473496727645,0.0511826053262
0.0507991723716,0.0507261790335,0.0547234527767,0.0535588860512,0.227711006999,0.060573682189,0.0508275181055,0.292515814304,0.0712980031967,0.0872662514448
0.0562730766833,0.0561922080815,0.0672063454986,0.0586213283241,0.0562160052359,0.0676288530231,0.0563044808805,0.455993920565,0.0680326893926,0.0575311034918
0.0554543025792,0.0553746074438,0.472919285297,0.0584011301398,0.0553980618715,0.055504925549,0.0556764006615,0.0554057247937,0.0788940340281,0.0569715574384
0.0454061329365,0.0457043834031,0.58470928669,0.0466643162072,0.045360095799,0.0465851910412,0.0465339273214,0.0453663766384,0.0480382889509,0.0456320084631
0.0549167245626,0.0477312281728,0.0478103719652,0.0499334707856,0.0477514304221,0.0480638109148,0.0478265844285,0.0477580428123,0.0486237183213,0.559584617615
0.0429906621575,0.157407000661,0.0430000722408,0.0432195402682,0.47241973877,0.0440498180687,0.0435843318701,0.0505817532539,0.0437775813043,0.0589694827795
0.053021736443,0.0530022867024,0.054944857955,0.0538998320699,0.0530727431178,0.0607396699488,0.509567260742,0.0529752895236,0.0555360540748,0.053240314126
0.0554787069559,0.434456884861,0.0554908625782,0.0575049966574,0.0586742796004,0.0594022907317,0.0566425025463,0.0630250573158,0.0652282983065,0.0940961837769
0.0501949042082,0.0476161167026,0.0483333021402,0.0489524304867,0.0476362705231,0.0482519567013,0.0477112457156,0.0476428680122,0.0554257966578,0.558235049248
0.552691996098,0.0474792085588,0.0475070290267,0.0475139729679,0.0475423261523,0.056542839855,0.055085554719,0.0484635345638,0.0476349182427,0.0495385713875
0.0636516734958,0.374568045139,0.0692001357675,0.0652090385556,0.0635871291161,0.0637097880244,0.0638461112976,0.066772326827,0.105487406254,0.06396830827
0.0471192933619,0.554732084274,0.0479939132929,0.0479092672467,0.0470715090632,0.047162309289,0.0471455901861,0.0494294129312,0.0641230791807,0.0473135411739
0.0492443814874,0.547302782536,0.0508653819561,0.0497844964266,0.0491944365203,0.0501778572798,0.0513317361474,0.0513620972633,0.0512894578278,0.0494473874569
0.05122249946,0.0513662435114,0.0522219017148,0.509899914265,0.0511705502868,0.0732710957527,0.0524634160101,0.051177624613,0.0550639256835,0.0521428100765
0.0451929904521,0.048569008708,0.0525482706726,0.054600507021,0.0451471656561,0.0455979667604,0.0452182218432,0.572225093842,0.0454204902053,0.045480273664
0.052751313895,0.0526755005121,0.0781371742487,0.480302274227,0.0526978112757,0.0527994669974,0.0529625862837,0.0540536679327,0.0552870631218,0.0683331489563
0.0451647862792,0.0450999028981,0.571783185005,0.0525393746793,0.0451189950109,0.0452672205865,0.0453027561307,0.045125246048,0.0573965795338,0.0472019091249
0.0605297200382,0.423507392406,0.0611285343766,0.0608519911766,0.0604683347046,0.0621964074671,0.06056349352,0.0682097151875,0.081765204668,0.0607792548835
0.07919395715,0.0926041975617,0.185351073742,0.0928514748812,0.0863783508539,0.0867843553424,0.115956440568,0.0791245996952,0.0869339033961,0.0948216170073
0.0822090283036,0.0972612351179,0.0878477543592,0.210855320096,0.0821256637573,0.0823954641819,0.0822549089789,0.0821370258927,0.108209125698,0.0847044959664
0.0783683732152,0.0553340315819,0.437685579062,0.0551223382354,0.072025232017,0.0554452911019,0.0553842820227,0.0539946593344,0.0731710940599,0.0634691491723
0.0513753034174,0.0911148861051,0.0423664823174,0.0446582995355,0.0447969734669,0.07348895818,0.042486589402,0.0577798560262,0.0560646802187,0.495867937803
0.0947109237313,0.126823201776,0.104068085551,0.0963901430368,0.0992028340697,0.093453027308,0.0935510843992,0.0856063365936,0.102424301207,0.10377009213
0.0702957808971,0.0702700018883,0.0713021457195,0.0703214555979,0.332168310881,0.072198368609,0.0989838391542,0.0705791041255,0.0732953846455,0.07058557868
0.0817052125931,0.102879717946,0.0817231088877,0.0817350447178,0.238591313362,0.0817798152566,0.0836049541831,0.081633657217,0.0828153640032,0.0835318118334
0.0676775202155,0.0809511467814,0.0686464011669,0.0687371492386,0.0676088854671,0.333518207073,0.0690201371908,0.0976289063692,0.0780034735799,0.0682081207633
0.0467027612031,0.0469692274928,0.0467129945755,0.0467198230326,0.575780034065,0.0482657849789,0.0473173558712,0.0468910038471,0.0473373308778,0.0473037175834
