c0_v6_stage1_stack,c1_v6_stage1_stack,c2_v6_stage1_stack,c3_v6_stage1_stack,c4_v6_stage1_stack,c5_v6_stage1_stack,c6_v6_stage1_stack,c7_v6_stage1_stack,c8_v6_stage1_stack,c9_v6_stage1_stack
1.96476840192e-05,1.65721914709e-05,0.999818778915,2.79187537817e-05,1.64131850021e-05,1.79959270154e-05,2.77780532354e-05,1.46956997441e-05,2.7929850738e-05,1.22697404506e-05
0.000103872249727,8.23880521961e-05,9.6319495256e-05,0.000353980468257,0.000107016173277,0.998920289547,0.000113567369731,7.66658658711e-05,5.34600919117e-05,9.24406867898e-05
2.1225894275e-05,1.66968164681e-05,2.26333039779e-05,4.25814528456e-05,1.9253123119e-05,1.81623132858e-05,1.93315083361e-05,0.999778984888,4.34293422168e-05,1.7701357946e-05
9.43440047226e-05,0.000137141205545,0.000130949452601,9.03025218382e-05,9.37872317854e-05,7.28492672924e-05,8.77935519554e-05,0.997387489408,0.000308631255255,0.00159671210053
2.04436573668e-05,1.80978435443e-05,0.999838554246,1.96256861616e-05,1.94954776974e-05,2.14132149697e-05,2.07679630812e-05,1.53913607793e-05,1.40584209398e-05,1.21521296905e-05
1.73934100651e-05,1.43656076383e-05,1.91434004993e-05,2.00364883569e-05,2.87539532499e-05,1.53640998518e-05,1.6276826527e-05,0.999815994343,2.00220885732e-05,3.26497822409e-05
0.000538369271607,0.000661899213427,0.995701606877,0.000462871670302,0.000408295088662,0.000523996632124,0.000512841183636,0.000432498195958,0.000517024649733,0.000240597218047
7.63372145797e-05,7.63361392962e-05,8.29453879762e-05,0.999380184118,5.37151770182e-05,6.2705151054e-05,6.62742726423e-05,6.38749431365e-05,8.88040028849e-05,4.8823592971e-05
0.999695491875,3.06468858083e-05,3.80179745363e-05,2.96865212654e-05,3.43592873993e-05,4.27561261019e-05,4.83432400211e-05,3.31611608167e-05,2.50543755945e-05,2.24825531969e-05
4.46739808414e-05,2.80146144527e-05,3.09185682315e-05,2.96384872719e-05,7.02612377134e-05,0.000413749546137,0.999188743084,2.44071234774e-05,0.000134513109004,3.50802490327e-05
9.6615401387e-05,0.000226552672142,0.999043096342,0.000142340583828,9.05839377095e-05,0.000101715845858,8.77962245606e-05,7.38528334408e-05,8.65158157505e-05,5.09303438137e-05
2.13785823145e-05,2.16440120213e-05,0.000139442713677,0.999708266483,1.80825824325e-05,1.84567658235e-05,1.90529487739e-05,1.70013050167e-05,2.01966125752e-05,1.64779944657e-05
1.75605364071e-05,3.14027463194e-05,1.50320276476e-05,1.36858979644e-05,0.999815183139,3.50906509116e-05,3.44496551881e-05,1.38499777349e-05,1.58745192044e-05,7.87084949401e-06
2.85869349958e-05,0.000117385336555,2.46589721427e-05,2.14992053333e-05,0.99962297738,3.61736819557e-05,0.000100362419821,2.13169039972e-05,1.31278531851e-05,1.39113118957e-05
2.87995034234e-05,2.84862042908e-05,2.62639885902e-05,1.9719296994e-05,0.999776999489,2.32492643973e-05,2.51167405072e-05,3.81937687279e-05,1.69563000557e-05,1.62154435372e-05
2.23772460732e-05,1.91365823564e-05,2.27056002805e-05,0.000101173643246,1.9868100771e-05,0.999732859749,2.06658398878e-05,1.75050607616e-05,2.53268071076e-05,1.83813710068e-05
0.0044644758618,0.00406431115858,0.014225540501,0.0105202072533,0.029534882819,0.00777663150004,0.00427210759918,0.915233323981,0.00678428096935,0.00312423835668
3.85075199912e-05,5.1284980294e-05,4.04671447355e-05,3.64328982569e-05,5.38575604248e-05,8.22640757787e-05,0.999591704724,2.87218779382e-05,5.35188616383e-05,2.32403567847e-05
3.39202129014e-05,2.84382593269e-05,3.40595001026e-05,2.90238140915e-05,3.42510691646e-05,3.56363352274e-05,0.999733166702,2.58030747773e-05,2.93836468195e-05,1.63173855038e-05
7.97133626071e-05,0.000118812587758,7.86902610585e-05,5.37925808758e-05,9.69192875256e-05,6.39419335058e-05,7.1071956698e-05,5.86246269561e-05,0.99926485441,0.000113578992835
3.3209961777e-05,7.84233440542e-05,3.18831760303e-05,3.32510391795e-05,0.976658246453,0.0226110264249,0.000398959982745,6.92776896709e-05,2.59878775918e-05,5.97340509858e-05
6.09455458018e-05,7.33325963344e-05,6.32035021808e-05,4.5799822014e-05,5.58504183726e-05,6.32331542387e-05,0.999447707573,4.61812387512e-05,0.000117127088311,2.66190608965e-05
0.00848695514832,0.00100322665869,0.00124950006764,0.00128100147998,0.00126534065494,0.977963646211,0.00140991439794,0.00114342593726,0.000969352000213,0.00522763744353
0.999711639724,2.98747060289e-05,3.42683738792e-05,3.25795476342e-05,3.35703198156e-05,3.767980078e-05,3.49621394396e-05,3.03451472664e-05,2.28158268614e-05,3.22644138223e-05
2.06483399519e-05,2.53629811376e-05,1.74813347447e-05,1.25296245076e-05,0.999830266923,1.84613727346e-05,1.95517367771e-05,3.05829516447e-05,1.59404085298e-05,9.17432674783e-06
0.000107329851923,8.5611288103e-05,0.000128261622757,0.98488555125,8.23341074744e-05,9.54256347055e-05,9.35801065607e-05,8.38292029701e-05,6.2432794773e-05,0.0143756441407
1.31274611746e-05,1.12891309117e-05,0.000114949225973,0.999369256228,1.10806171751e-05,1.21407808884e-05,1.17728251825e-05,1.10965733866e-05,4.1007964518e-05,0.00040427919242
0.000157432155843,3.6794345962e-05,5.41889856429e-05,3.09586946206e-05,9.39844569539e-05,0.000196698548927,4.16480735685e-05,0.00012019641919,0.99924673456,2.13637593492e-05
0.0143768662659,0.0117063882508,0.0127332538737,0.00886017471351,0.30610768337,0.544636806783,0.0500149883462,0.0357107021539,0.00936111596765,0.00649202027589
2.94326223569e-05,2.7567392363e-05,3.00193808019e-05,6.29277472922e-05,2.42377313712e-05,4.1104965872e-05,2.62319149196e-05,2.34703379299e-05,1.82390060281e-05,0.999716768901
0.000671582247255,0.018886779423,0.000650119361906,0.00105479200889,0.974635004404,0.000682597664875,0.0015700447483,0.000723159788787,0.000731825247116,0.000394095106326
3.83809043398e-05,2.9058393655e-05,0.00010986889497,2.90937081618e-05,3.60881354497e-05,4.47493675649e-05,0.999596594755,2.92705111338e-05,3.76609375058e-05,4.92343921202e-05
0.287787221053,0.0095594626592,0.0189878540604,0.00987501064483,0.0101873861215,0.614640493392,0.0224137147538,0.0093557456159,0.007129269038,0.0100638426607
0.000162550184078,0.000132160387103,0.00017075897966,0.000104887254426,0.000132274727116,0.000128089906119,0.00014910363759,0.000119385366945,0.998804307341,9.64822161864e-05
2.76414432845e-05,1.97794117882e-05,2.67963496078e-05,1.94372046624e-05,2.70527881725e-05,4.80131043773e-05,0.997044501385,3.51691387096e-05,0.000112149172844,0.00263946000184
0.997018186242,4.13721748084e-05,0.000138229955133,0.00238987296662,5.25491297295e-05,8.06507837504e-05,5.25845762601e-05,4.26826110405e-05,3.55115104078e-05,0.000148360049818
1.98507533043e-05,1.72331730236e-05,1.74593965052e-05,1.25308037399e-05,0.999797094344,2.18843357429e-05,7.99659592201e-05,1.56979211144e-05,9.72372728928e-06,8.55958587486e-06
0.00154103002195,0.00113441648384,0.00158951014383,0.00372778240579,0.00134654511166,0.00123476987197,0.00201722053382,0.00116992945484,0.983771083693,0.00246771227895
0.00483697074813,0.00404410696155,0.00432032902585,0.00364006006986,0.931178895335,0.0326174372726,0.00575420122951,0.00658008644024,0.00432288624814,0.0027050266691
8.57541466211e-05,0.000222615175428,9.21744152276e-05,0.998392039397,7.89505316016e-05,0.000822569739757,8.01807236501e-05,6.34730628894e-05,4.24165265403e-05,0.000119826281032
0.9996507172,3.26657939765e-05,3.91645671926e-05,3.09372017218e-05,4.14798394078e-05,4.92678947957e-05,5.86696187221e-05,3.32704710006e-05,2.78961666173e-05,3.59312460666e-05
0.00126858751869,0.00178744373239,0.00113024390098,0.000913294508211,0.00114589922962,0.00102178940972,0.00108007192294,0.00102343819434,0.98597758765,0.00465164393275
3.50319135965e-05,2.73955822552e-05,3.67271224529e-05,0.999602453976,2.93734661437e-05,2.8157708268e-05,3.11223563503e-05,2.68515739616e-05,9.89675837775e-05,8.39187170768e-05
2.16534122765e-05,1.86023625304e-05,1.99912787185e-05,2.24551571589e-05,2.1285610454e-05,0.994497321213,2.05319148022e-05,0.00533875804029,2.70822296253e-05,1.23187809911e-05
0.000786394784855,0.000230713798702,0.000247168874122,0.000178463582221,0.000309296769081,0.00041550991442,0.000229138986049,0.049130391834,0.000290950792494,0.948181970664
0.000252050048331,0.000197225775113,0.000212981875756,0.000286655149624,0.00164626473302,0.996224017551,0.000477690434955,0.00018862848321,0.000161174615211,0.000353311333952
1.67619258781e-05,1.39513161792e-05,1.30622978054e-05,9.79533523936e-06,0.999879944846,1.305066024e-05,1.95055700217e-05,1.24155451207e-05,1.42219554329e-05,7.29054801608e-06
0.000192145110917,0.000145105682902,0.000186578660796,0.000301103862343,0.000453430968619,0.000142572100057,0.000159331599806,0.998126241223,0.000138539028188,0.000154951763446
0.000585385730605,0.000495116091144,0.00162062900122,0.000431734936696,0.000520485000913,0.000432021462632,0.000544302023618,0.000459694599706,0.994523621237,0.000387009916718
1.60855825561e-05,1.37323983108e-05,4.10750429302e-05,5.72908861831e-05,1.47511202001e-05,1.43554263547e-05,1.48352647568e-05,1.25585746997e-05,1.0828936329e-05,0.999804486768
0.000140793950265,0.000229678559147,0.000172821701051,0.997795170919,0.000101420659177,0.000138725208452,0.00101763087613,0.000112219719636,0.00015694451854,0.000134593888493
1.89972262946e-05,1.59820671425e-05,1.8516943886e-05,2.35027074161e-05,1.65552198762e-05,0.999842277542,1.76975936416e-05,1.6971925872e-05,1.32365855383e-05,1.62621878406e-05
2.669192227e-05,3.06348793677e-05,2.97152367413e-05,2.26301644826e-05,4.74668661497e-05,2.70539483672e-05,0.999756743842,2.01810183239e-05,2.28304548087e-05,1.60516671854e-05
1.69482057194e-05,2.28988022979e-05,1.36017875267e-05,1.15712119013e-05,0.999858202997,1.37776104459e-05,1.41096922945e-05,1.2729713348e-05,2.88187532687e-05,7.34122664077e-06
2.06364773699e-05,1.67074662115e-05,1.76236282917e-05,1.6849542071e-05,1.93888844062e-05,1.54881617198e-05,1.69728654206e-05,1.5307090632e-05,1.09237594997e-05,0.999850102124
9.3170205858e-05,0.996853260144,8.79874168833e-05,9.03676011e-05,0.00228701165,7.37828549367e-05,8.6759517485e-05,7.55683461815e-05,0.000246073574408,0.000106018688721
3.1908779041e-05,2.49321048375e-05,3.46899104409e-05,0.000414067551385,3.02972041655e-05,2.82653834281e-05,2.66123806803e-05,2.39619418813e-05,1.67736787233e-05,0.999368491065
0.162809240458,0.0453081537938,0.0603999503989,0.0478508373539,0.0704952080983,0.0964325994655,0.0697484638508,0.0509684864218,0.0593200647543,0.336666995405
1.86804953042e-05,1.44418046779e-05,1.65027393049e-05,1.22861597759e-05,0.999846811398,1.79296054618e-05,3.29692803086e-05,2.01704317753e-05,1.19078188451e-05,8.30026662961e-06
0.999674401266,3.18531288473e-05,3.83132527713e-05,3.55885835466e-05,4.11916964512e-05,3.57646905665e-05,4.77778995708e-05,3.22640704477e-05,2.40177476405e-05,3.88276646343e-05
0.000137274377439,0.00013910085978,0.000223394176376,0.000171819748202,0.000133674580892,0.000113520967041,0.000125837654685,0.998268033744,0.000463495977413,0.000223847914292
4.50410761284e-05,0.00141185600121,5.536878611e-05,0.997781904952,3.15532606484e-05,3.61114254834e-05,3.87785982328e-05,3.61858984136e-05,3.80900795858e-05,0.000525109922184
0.0228195502979,0.0168049872516,0.0211455990673,0.0165347405482,0.0200196755254,0.0186819358531,0.0202327563696,0.159205208947,0.0413766920846,0.663178854055
1.39613870767e-05,1.14852001079e-05,1.45510352459e-05,0.00382576347491,1.22132183338e-05,1.22483826631e-05,1.28274300091e-05,1.07731159797e-05,8.79850203292e-06,0.996077378254
0.00235510062352,0.00207577303668,0.953034592152,0.00505616666026,0.00194808184162,0.00187451251553,0.00215050694541,0.00191530229451,0.0280225548265,0.00156740910406
0.999451200135,6.0780307018e-05,6.89375272608e-05,4.48870126839e-05,5.7541199071e-05,5.13474316307e-05,8.34657618557e-05,4.62445504471e-05,4.81236844796e-05,8.74723902583e-05
2.54472880103e-05,2.12527931971e-05,5.05443088685e-05,2.58405837313e-05,2.56909105875e-05,2.66563975118e-05,0.99974878178,1.94503456166e-05,3.86373114999e-05,1.76982807576e-05
0.000988467773014,0.000777957595292,0.000838977679195,0.00067781417922,0.000949051119989,0.989942927629,0.00157896245627,0.000740898180547,0.000513669632716,0.00299127375459
3.69597656786e-05,3.37268076876e-05,0.999596481078,7.04233915793e-05,3.36111755855e-05,4.18681212224e-05,3.44749263318e-05,3.12971430166e-05,9.12817124711e-05,2.98758781031e-05
2.09333732727e-05,1.73164510544e-05,1.8016276678e-05,1.47644185115e-05,1.48152776193e-05,0.999797646395,1.99573354153e-05,2.03575719736e-05,6.10510232907e-05,1.51418772807e-05
5.17342306996e-05,4.17005264445e-05,5.05299775891e-05,7.15704173384e-05,4.48390163116e-05,4.27913855425e-05,4.72314856092e-05,4.16309146937e-05,3.80170064175e-05,0.999569955039
0.999449700135,5.04780537158e-05,6.25653787625e-05,4.44592780421e-05,7.4118610553e-05,5.24743257637e-05,5.95869000999e-05,6.39783270783e-05,3.55046153285e-05,0.000107134375235
5.46646809582e-05,4.39278718793e-05,5.4798866223e-05,4.38330229744e-05,6.34429770601e-05,5.77963532199e-05,0.999536709544,4.4112032188e-05,6.7436811836e-05,3.32778394868e-05
2.32459677607e-05,2.16686798989e-05,2.59955869354e-05,0.000207309645881,1.7895589743e-05,3.38286545665e-05,0.99961934545,1.87231164489e-05,2.10857011099e-05,1.09016077407e-05
0.00231246824475,0.0016703873457,0.00196052033778,0.00142685416391,0.00174967578978,0.00263935370742,0.00237884037198,0.00238304927671,0.0522455703551,0.931233280407
3.68517869244e-05,3.21501466922e-05,4.70841634978e-05,0.999505724539,2.99124729307e-05,2.96660488534e-05,3.43099170475e-05,2.8390185973e-05,0.000110010647829,0.000145900090827
0.0180279886539,0.00535813220101,0.00566508799677,0.00605089428554,0.00475341866544,0.93730114426,0.00592251687712,0.00510553581923,0.00427142932266,0.00754385191841
0.000461456671182,0.000357501951947,0.000398129806109,0.000307468004975,0.993610319094,0.00273276075169,0.000459427650872,0.000472199834508,0.000282081444427,0.000918654790014
2.36374332311e-05,2.08346091185e-05,2.130040714e-05,1.90688787888e-05,5.26083420758e-05,2.15146013085e-05,0.999790354562,1.83290103307e-05,2.20993240838e-05,1.02528320867e-05
2.84185490866e-05,2.16338366395e-05,0.999684981639,7.27815960188e-05,2.02193281765e-05,3.15289262743e-05,3.45573764644e-05,2.26765415608e-05,7.01899152701e-05,1.30122912112e-05
0.00114929473177,0.000860748572375,0.00105679528769,0.000783876524637,0.987150846829,0.000917101060044,0.00123681659111,0.00559002751982,0.000644478197545,0.000610014686172
2.14131909259e-05,1.65533544247e-05,2.01301677529e-05,1.55506030353e-05,2.03565494366e-05,0.999807631194,2.01957567277e-05,3.51797551825e-05,2.56165927666e-05,1.7372835895e-05
0.000253536130374,0.000231126615929,0.000464368260316,0.000425254808731,0.000347007726015,0.000247307702686,0.000225737407428,0.496544479656,0.501072933076,0.000188248616193
0.00193872335058,0.800985723781,0.00198528238946,0.00123225326666,0.00240234162073,0.177541088422,0.00646219471474,0.00194554748768,0.00467484639079,0.000831998576167
2.29958851759e-05,2.03141272481e-05,2.50005594333e-05,1.93509093451e-05,3.41932235568e-05,2.3942921387e-05,0.99979930101,1.87379790439e-05,2.08350387571e-05,1.53283461022e-05
4.08386240078e-05,2.88007439006e-05,3.81273465318e-05,0.000129144854121,4.03042332874e-05,3.26826680379e-05,3.64695622932e-05,0.999581055564,3.76750381359e-05,3.49013655521e-05
0.00286667384298,0.0020686184202,0.00317611741635,0.971707043233,0.00215744299641,0.00238634973616,0.00246033045673,0.00230517892792,0.00303188884168,0.00784035612873
0.000266648852234,0.997600827795,0.000334191824915,0.000231464839545,0.000267199816541,0.000264690945339,0.000377571591075,0.000250261341443,0.000286038611502,0.000121104382639
0.973031519167,0.00184104849492,0.00199826368323,0.00276770527716,0.00209974988859,0.00299840836813,0.00195445346804,0.00263977309656,0.00884629097144,0.00182278758527
1.70113283137e-05,2.89166981767e-05,1.56940368118e-05,1.20985782036e-05,0.999859374467,1.50259829562e-05,1.78306428743e-05,1.44086638342e-05,1.12560661654e-05,8.38353608114e-06
0.00823126766156,0.0154044009693,0.00745219480294,0.0067437619052,0.926278665832,0.00981224024021,0.00862632246612,0.00667609001331,0.00616034664028,0.00461470946939
1.73380301439e-05,1.48430306911e-05,0.999749671312,2.72940083875e-05,1.40851319183e-05,1.38306633624e-05,1.58562118805e-05,1.29524991617e-05,0.000124243664888,9.8854479414e-06
0.999598333989,3.54095977319e-05,4.64074879229e-05,3.04939685839e-05,3.84741632512e-05,6.82764311323e-05,5.26683799433e-05,3.87634221535e-05,2.54731860588e-05,6.56993738023e-05
1.45058413032e-05,0.999811111364,1.5946182806e-05,1.15088166044e-05,1.31903839502e-05,1.12829492163e-05,1.380384401e-05,1.33278097176e-05,8.85550226434e-05,6.7677858022e-06
2.10683191344e-05,1.80691290669e-05,2.51747115732e-05,3.60456104881e-05,1.96542802728e-05,1.78334319444e-05,1.8678132742e-05,0.999820901171,1.22889578308e-05,1.02862555309e-05
2.84512823891e-05,3.25488179507e-05,3.02761833958e-05,3.00778888919e-05,2.72704905283e-05,0.998353721572,2.65651088947e-05,0.00140896426021,3.47427053935e-05,2.73816901582e-05
1.54500614747e-05,1.59381084095e-05,3.98647996652e-05,0.999803202309,1.42717116495e-05,1.43350444605e-05,1.28357365345e-05,1.51273856392e-05,2.48603738038e-05,4.41144690381e-05
0.0024633441394,0.00201321104089,0.948485359893,0.00194778296323,0.00175877501789,0.00203702890436,0.00244484994144,0.00197363214743,0.0358341894472,0.00104182650552
2.20219715236e-05,1.71096075232e-05,5.42357303185e-05,2.56382559758e-05,1.92434651369e-05,1.76417273123e-05,2.011956726e-05,0.999797275072,1.33894998693e-05,1.33251035681e-05
0.000921051989904,0.00063063507437,0.000983863260483,0.972448734992,0.000768253692663,0.0207685200587,0.000849089048058,0.00103199176759,0.000425261774444,0.00117259834189
0.999684647815,2.89776443386e-05,3.30292683739e-05,3.08803604739e-05,5.94391259391e-05,3.46253933882e-05,3.2689838923e-05,2.78126963032e-05,2.2499760781e-05,4.53980961929e-05
6.45197585436e-05,7.33125701453e-05,9.72548441097e-05,9.93349862341e-05,5.55142407838e-05,5.0957976682e-05,6.03918298677e-05,4.81090802476e-05,0.999393821305,5.67834083438e-05
0.00109794297835,0.00103199133808,0.00107861177024,0.000743995771121,0.00274706419616,0.000877807710096,0.00112100693205,0.000836785292453,0.989877709184,0.000587084827869
9.69292200319e-05,7.3261062969e-05,0.000487400086917,0.99879719841,8.85599881084e-05,0.000108903773111,0.000113847671131,7.1451640922e-05,6.66087162611e-05,9.58394307702e-05
0.00166150173768,0.00520199801939,0.00171262279326,0.00124077224206,0.0049196924219,0.00171803663822,0.978392193874,0.00126384151284,0.00310062394485,0.000788716815854
0.999687336086,2.76515002106e-05,3.72754995124e-05,2.97232870142e-05,3.77708188214e-05,3.56517470599e-05,3.71210037651e-05,3.11137610718e-05,2.60514913365e-05,5.0304804826e-05
8.99314018437e-05,7.50984840164e-05,0.000111610492386,0.999175722115,8.27066936949e-05,6.3007888196e-05,7.39706180307e-05,6.77532152911e-05,0.000156668296285,0.000103530795412
0.000112044065007,9.92579903553e-05,0.000170825683632,0.0001047689754,0.00011382311045,8.9300289507e-05,0.000104171466884,0.999023104545,0.000103860359478,7.88435141026e-05
2.31055449498e-05,0.999225608171,0.000480423364596,9.25177003043e-05,3.48995135372e-05,3.31937376945e-05,2.45535079178e-05,1.69236380233e-05,2.09735644633e-05,4.78012572298e-05
9.10614921203e-05,8.18478454592e-05,9.24624713881e-05,8.63466864451e-05,0.00664103381892,9.06743623406e-05,8.44772173377e-05,0.992626088699,0.000130387372387,7.56200348855e-05
