c0_v4_stage1_stack,c1_v4_stage1_stack,c2_v4_stage1_stack,c3_v4_stage1_stack,c4_v4_stage1_stack,c5_v4_stage1_stack,c6_v4_stage1_stack,c7_v4_stage1_stack,c8_v4_stage1_stack,c9_v4_stage1_stack
0.0,0.125454545455,0.0,0.00363636363636,0.82,0.00545454545455,0.00909090909091,0.0254545454545,0.00727272727273,0.00363636363636
0.983636363636,0.0,0.0,0.00545454545455,0.00181818181818,0.00181818181818,0.00181818181818,0.0,0.00181818181818,0.00363636363636
0.996363636364,0.0,0.0,0.0,0.0,0.00181818181818,0.0,0.0,0.0,0.00181818181818
0.0,0.0181818181818,0.0509090909091,0.912727272727,0.00181818181818,0.0,0.0,0.00181818181818,0.00545454545455,0.00909090909091
0.00363636363636,0.00545454545455,0.00363636363636,0.0581818181818,0.00727272727273,0.807272727273,0.0145454545455,0.00545454545455,0.0145454545455,0.08
0.0109090909091,0.00545454545455,0.0545454545455,0.716363636364,0.00181818181818,0.02,0.00909090909091,0.00181818181818,0.0581818181818,0.121818181818
0.00181818181818,0.0327272727273,0.0545454545455,0.0309090909091,0.0127272727273,0.00545454545455,0.0109090909091,0.0109090909091,0.809090909091,0.0309090909091
0.0745454545455,0.00545454545455,0.00909090909091,0.0254545454545,0.00363636363636,0.761818181818,0.0309090909091,0.00727272727273,0.0109090909091,0.0709090909091
0.0909090909091,0.0109090909091,0.00727272727273,0.0163636363636,0.103636363636,0.301818181818,0.0181818181818,0.0945454545455,0.0527272727273,0.303636363636
0.0109090909091,0.0163636363636,0.0818181818182,0.0290909090909,0.00545454545455,0.00545454545455,0.0236363636364,0.0163636363636,0.767272727273,0.0436363636364
0.00181818181818,0.0418181818182,0.901818181818,0.00363636363636,0.00181818181818,0.00727272727273,0.02,0.00181818181818,0.0181818181818,0.00181818181818
0.00727272727273,0.0181818181818,0.0236363636364,0.0345454545455,0.0272727272727,0.0309090909091,0.0127272727273,0.0327272727273,0.723636363636,0.0890909090909
0.0,0.00363636363636,0.96,0.0254545454545,0.0,0.00181818181818,0.0,0.0,0.00727272727273,0.00181818181818
0.0,0.00727272727273,0.0,0.00545454545455,0.00909090909091,0.0109090909091,0.0,0.958181818182,0.00727272727273,0.00181818181818
0.98,0.00181818181818,0.00181818181818,0.0,0.00363636363636,0.00727272727273,0.0,0.0,0.00181818181818,0.00363636363636
0.0,0.158181818182,0.634545454545,0.0709090909091,0.00727272727273,0.0327272727273,0.02,0.00909090909091,0.04,0.0272727272727
0.0,0.00545454545455,0.00545454545455,0.954545454545,0.0,0.0145454545455,0.0,0.00363636363636,0.0,0.0163636363636
0.00363636363636,0.0309090909091,0.00363636363636,0.0,0.00909090909091,0.00181818181818,0.945454545455,0.00181818181818,0.00363636363636,0.0
0.0163636363636,0.00727272727273,0.00181818181818,0.0,0.84,0.0381818181818,0.0254545454545,0.0454545454545,0.00545454545455,0.02
0.00545454545455,0.00363636363636,0.0,0.0,0.967272727273,0.0,0.00363636363636,0.00363636363636,0.00727272727273,0.00909090909091
0.96,0.0,0.00363636363636,0.00181818181818,0.00363636363636,0.0127272727273,0.00909090909091,0.00181818181818,0.00363636363636,0.00363636363636
0.00909090909091,0.0545454545455,0.741818181818,0.0327272727273,0.00363636363636,0.00727272727273,0.00727272727273,0.00545454545455,0.114545454545,0.0236363636364
0.00363636363636,0.656363636364,0.0109090909091,0.00363636363636,0.116363636364,0.0890909090909,0.0545454545455,0.0181818181818,0.04,0.00727272727273
0.00363636363636,0.00363636363636,0.00363636363636,0.00545454545455,0.0109090909091,0.00545454545455,0.963636363636,0.0,0.00363636363636,0.0
0.00545454545455,0.0236363636364,0.00727272727273,0.0163636363636,0.0745454545455,0.0236363636364,0.00363636363636,0.82,0.0236363636364,0.00181818181818
0.0127272727273,0.0509090909091,0.0636363636364,0.0218181818182,0.0254545454545,0.0181818181818,0.0381818181818,0.00181818181818,0.743636363636,0.0236363636364
0.0145454545455,0.00181818181818,0.0,0.00363636363636,0.0163636363636,0.00545454545455,0.947272727273,0.00181818181818,0.00727272727273,0.00181818181818
0.00363636363636,0.0218181818182,0.0381818181818,0.741818181818,0.00181818181818,0.0218181818182,0.00363636363636,0.0345454545455,0.08,0.0527272727273
0.0,0.110909090909,0.774545454545,0.00363636363636,0.00181818181818,0.0163636363636,0.0236363636364,0.00727272727273,0.0618181818182,0.0
0.0127272727273,0.130909090909,0.229090909091,0.14,0.0345454545455,0.0636363636364,0.0436363636364,0.0618181818182,0.192727272727,0.0909090909091
0.0163636363636,0.110909090909,0.0454545454545,0.0981818181818,0.0418181818182,0.00363636363636,0.0127272727273,0.0345454545455,0.612727272727,0.0236363636364
0.00909090909091,0.00909090909091,0.00727272727273,0.0636363636364,0.0145454545455,0.718181818182,0.0563636363636,0.00909090909091,0.0381818181818,0.0745454545455
0.0,0.00181818181818,0.00181818181818,0.00363636363636,0.00545454545455,0.00727272727273,0.0,0.974545454545,0.00363636363636,0.00181818181818
0.0,0.0145454545455,0.907272727273,0.06,0.00181818181818,0.00363636363636,0.0,0.00181818181818,0.00909090909091,0.00181818181818
0.00727272727273,0.0472727272727,0.04,0.0272727272727,0.0436363636364,0.0563636363636,0.0527272727273,0.0509090909091,0.585454545455,0.0890909090909
0.00909090909091,0.0145454545455,0.02,0.0163636363636,0.0436363636364,0.0472727272727,0.00363636363636,0.209090909091,0.114545454545,0.521818181818
0.00181818181818,0.00181818181818,0.00727272727273,0.76,0.0,0.0254545454545,0.0,0.00545454545455,0.02,0.178181818182
0.0109090909091,0.00909090909091,0.0436363636364,0.792727272727,0.0,0.0218181818182,0.0,0.00727272727273,0.00181818181818,0.112727272727
0.0,0.00545454545455,0.00181818181818,0.00545454545455,0.00181818181818,0.949090909091,0.0,0.0109090909091,0.00909090909091,0.0163636363636
0.0,0.614545454545,0.0381818181818,0.00909090909091,0.0,0.00363636363636,0.270909090909,0.00363636363636,0.06,0.0
0.00181818181818,0.00181818181818,0.00181818181818,0.0309090909091,0.0,0.02,0.0,0.0,0.00363636363636,0.94
0.0,0.00363636363636,0.0436363636364,0.929090909091,0.0,0.0,0.0,0.00545454545455,0.0145454545455,0.00363636363636
0.00545454545455,0.1,0.0436363636364,0.0672727272727,0.0127272727273,0.00181818181818,0.0254545454545,0.00545454545455,0.7,0.0381818181818
0.00545454545455,0.00363636363636,0.0,0.0,0.976363636364,0.0,0.00363636363636,0.00545454545455,0.00545454545455,0.0
0.987272727273,0.0,0.00181818181818,0.0,0.00181818181818,0.00545454545455,0.00181818181818,0.0,0.0,0.00181818181818
0.00545454545455,0.0181818181818,0.00727272727273,0.0163636363636,0.0818181818182,0.0290909090909,0.00181818181818,0.18,0.149090909091,0.510909090909
0.0436363636364,0.0381818181818,0.00909090909091,0.00363636363636,0.0327272727273,0.150909090909,0.661818181818,0.00727272727273,0.0472727272727,0.00545454545455
0.0,0.525454545455,0.04,0.02,0.04,0.0236363636364,0.0363636363636,0.00727272727273,0.301818181818,0.00545454545455
0.00181818181818,0.0309090909091,0.0127272727273,0.0927272727273,0.00545454545455,0.734545454545,0.0145454545455,0.00545454545455,0.0527272727273,0.0490909090909
0.910909090909,0.0,0.0,0.00545454545455,0.0109090909091,0.0345454545455,0.0236363636364,0.00181818181818,0.00909090909091,0.00363636363636
0.00181818181818,0.00909090909091,0.0272727272727,0.774545454545,0.0,0.00727272727273,0.0,0.00363636363636,0.0945454545455,0.0818181818182
